identifier,B_Index,N_Index,N_Atomid,Cl_Index,conf_idxs_ts,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol),bep_fit_deltaGa(kcal/mol),bep_residual(kcal/mol),bep_abs_residual(kcal/mol),bep_outlier_2sigma,bep_outlier_top5pct,log_found,log_path,log_source,log_name_variant,normal_termination,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,high_spin_contamination
B_00388_Nu_00018_Cl_00478_0000,388,18,7,478,0,-23.90846819,9.513325919,13.910450317167557,-4.397124398167557,4.397124398167557,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00018_Cl_00478_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.757,0.75,0.75,0.007,0.0,False
B_00388_Nu_00018_Cl_00552_0000,388,18,7,552,0,-48.36739867,8.592725579,4.998903144114966,3.593822434885034,3.593822434885034,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00018_Cl_00552_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7533,0.75,0.75,0.0032999999999999,0.0,False
B_00388_Nu_00019_Cl_00488_0003,388,19,3,488,3,-48.07206906,8.658464252,5.106505712970801,3.551958539029199,3.551958539029199,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00019_Cl_00488_0003.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7556,0.75,0.75,0.0056,0.0,False
B_00388_Nu_00021_Cl_00481_0001,388,21,3,481,1,-27.70620407,9.119487448,12.526755209440411,-3.407267761440412,3.407267761440412,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00021_Cl_00481_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7582,0.75,0.75,0.0081999999999999,0.0,False
B_00388_Nu_00021_Cl_00488_0011,388,21,3,488,11,-47.78860874,8.835527579,5.209783737144182,3.6257438418558188,3.6257438418558188,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00021_Cl_00488_0011.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7565,0.75,0.75,0.0064999999999999,0.0,False
B_00388_Nu_00022_Cl_00525_0010,388,22,3,525,10,-35.44319336,12.02255457,9.707803453082269,2.3147511169177317,2.3147511169177317,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00022_Cl_00525_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7573,0.75,0.75,0.0072999999999999,0.0,False
B_00388_Nu_00024_Cl_00488_0020,388,24,1,488,20,-45.52502648,10.45970248,6.0345139969799355,4.425188483020065,4.425188483020065,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00024_Cl_00488_0020.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.756,0.75,0.75,0.006,0.0,False
B_00388_Nu_00024_Cl_00517_0010,388,24,1,517,10,-36.44317861,11.59292263,9.34346144986105,2.249461180138951,2.249461180138951,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00024_Cl_00517_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7571,0.75,0.75,0.0070999999999999,0.0,False
B_00388_Nu_00025_Cl_00484_0000,388,25,3,484,0,-34.78897921,9.505952255,9.946164662856782,-0.44021240785678195,0.44021240785678195,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00025_Cl_00484_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7584,0.75,0.75,0.0083999999999999,0.0,False
B_00388_Nu_00025_Cl_00520_0001,388,25,3,520,1,-35.16314408,9.14145917,9.809838673777634,-0.6683795037776346,0.6683795037776346,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00025_Cl_00520_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.755,0.75,0.75,0.005,0.0,False
B_00388_Nu_00027_Cl_00486_0020,388,27,4,486,20,-13.2165706,23.64665061,17.80601516292578,5.840635447074217,5.840635447074217,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00027_Cl_00486_0020.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7603,0.7501,0.7501,0.0102999999999999,9.9999999999989e-05,False
B_00388_Nu_00027_Cl_00488_0010,388,27,4,488,10,-37.03361188,20.52105978,9.128338636439294,11.392721143560708,11.392721143560708,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00027_Cl_00488_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7558,0.75,0.75,0.0058,0.0,False
B_00388_Nu_00027_Cl_00500_0001,388,27,4,500,1,-27.19468953,21.54954312,12.713124190563263,8.836418929436736,8.836418929436736,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00027_Cl_00500_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7578,0.75,0.75,0.0078,0.0,False
B_00388_Nu_00027_Cl_00517_0000,388,27,4,517,0,-27.951764,19.28071206,12.437286092963879,6.84342596703612,6.84342596703612,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00027_Cl_00517_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7574,0.75,0.75,0.0073999999999999,0.0,False
B_00388_Nu_00027_Cl_00525_0010,388,27,4,525,10,-27.93181607,20.45467716,12.444554068942843,8.010123091057157,8.010123091057157,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00027_Cl_00525_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7574,0.75,0.75,0.0073999999999999,0.0,False
B_00388_Nu_00028_Cl_00487_0001,388,28,4,487,1,-28.24361523,10.5324987,12.330950862738456,-1.7984521627384567,1.7984521627384567,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00028_Cl_00487_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.759,0.75,0.75,0.009,0.0,False
B_00388_Nu_00029_Cl_00488_0020,388,29,2,488,20,-45.33535168,10.73655,6.103621512908379,4.63292848709162,4.63292848709162,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00029_Cl_00488_0020.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7562,0.75,0.75,0.0061999999999999,0.0,False
B_00388_Nu_00030_Cl_00488_0001,388,30,5,488,1,-42.91389849,12.29988421,6.985871632048653,5.314012577951347,5.314012577951347,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00030_Cl_00488_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7562,0.75,0.75,0.0061999999999999,0.0,False
B_00388_Nu_00030_Cl_00525_0011,388,30,5,525,11,-33.81210269,12.62786339,10.302087060908727,2.3257763290912727,2.3257763290912727,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00030_Cl_00525_0011.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.757,0.75,0.75,0.007,0.0,False
B_00388_Nu_00032_Cl_00488_0012,388,32,1,488,12,-43.81955945,10.48815461,6.655896436508865,3.8322581734911356,3.8322581734911356,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00032_Cl_00488_0012.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7565,0.75,0.75,0.0064999999999999,0.0,False
B_00388_Nu_00033_Cl_00486_0000,388,33,2,486,0,-21.95678568,14.5237894,14.621540721096238,-0.09775132109623819,0.09775132109623819,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00033_Cl_00486_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7601,0.7501,0.7501,0.0100999999999999,9.9999999999989e-05,False
B_00388_Nu_00033_Cl_00488_0002,388,33,2,488,2,-45.77382696,10.20074601,5.943864194609748,4.256881815390251,4.256881815390251,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00033_Cl_00488_0002.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7561,0.75,0.75,0.0060999999999999,0.0,False
B_00388_Nu_00033_Cl_00583_0000,388,33,2,583,0,-41.27227921,11.72518269,7.583991311315701,4.141191378684299,4.141191378684299,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00033_Cl_00583_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7569,0.75,0.75,0.0069,0.0,False
B_00388_Nu_00042_Cl_00458_0000,388,42,1,458,0,-52.66612172,6.513180485,3.432674674914807,3.080505810085193,3.080505810085193,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00042_Cl_00458.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.754,0.75,0.75,0.004,0.0,False
B_00388_Nu_00046_Cl_00462_0000,388,46,1,462,0,-14.74007355,30.14024434,17.250930858715854,12.889313481284145,12.889313481284145,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00046_Cl_00462_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7664,0.7502,0.7502,0.0163999999999999,0.0001999999999999,False
B_00388_Nu_00051_Cl_00445_0000,388,51,1,445,0,-61.53118409,1.704654589,0.20271245040512653,1.5019421385948735,1.5019421385948735,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00445_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7635,0.7501,0.7501,0.0134999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00446_0010,388,51,1,446,10,-61.65024259,1.642114549,0.15933379817949245,1.4827807508205075,1.4827807508205075,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00446_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.762,0.7501,0.7501,0.012,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00447_0020,388,51,1,447,20,-60.78591486,3.350511678,0.4742493397715819,2.8762623382284183,2.8762623382284183,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00447_0020.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.763,0.7501,0.7501,0.013,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00454_0000,388,51,1,454,0,-62.3361765,3.047840906,-0.09058442296103308,3.138425328961033,3.138425328961033,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00454_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00462_0000,388,51,1,462,0,-39.4481777,5.587091888,8.248597912495324,-2.661506024495324,2.661506024495324,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00462_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7586,0.7501,0.7501,0.0086,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00476_0000,388,51,1,476,0,-37.46183411,10.72156922,8.972316990017951,1.7492522299820479,1.7492522299820479,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00476_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7613,0.7501,0.7501,0.0112999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00487_0000,388,51,1,487,0,-25.98434821,12.23455822,13.154108876197594,-0.9195506561975932,0.9195506561975932,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00487_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7617,0.7501,0.7501,0.0117,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00491_0010,388,51,1,491,10,-61.75349395,5.242146976,0.1217144359561857,5.120432540043814,5.120432540043814,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00491_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7624,0.7501,0.7501,0.0123999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00495_0010,388,51,1,495,10,-33.6064341,10.66667018,10.37702187227748,0.2896483077225209,0.2896483077225209,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00495_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7611,0.7501,0.7501,0.0110999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00501_0010,388,51,1,501,10,-34.68253926,9.935768814,9.98494577948402,-0.04917696548402084,0.04917696548402084,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00501_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7607,0.7501,0.7501,0.0107,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00505_0000,388,51,1,505,0,-38.95313646,7.379780534,8.428964889966958,-1.0491843559669576,1.0491843559669576,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00505_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.759,0.7501,0.7501,0.009,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00506_0000,388,51,1,506,0,-37.66736071,8.280529666,8.897433912333309,-0.6169042463333092,0.6169042463333092,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00506_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00507_0010,388,51,1,507,10,-36.6951233,9.004305514,9.25166606282354,-0.24736054882353997,0.24736054882353997,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00507_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00514_0010,388,51,1,514,10,-44.17299717,4.753005008,6.527122330172055,-1.7741173221720556,1.7741173221720556,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00514_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7624,0.7501,0.7501,0.0123999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00515_0000,388,51,1,515,0,-36.78047016,7.595375283,9.220570158217905,-1.6251948752179048,1.6251948752179048,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00515_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7611,0.7501,0.7501,0.0110999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00526_0000,388,51,1,526,0,-53.37175563,1.950310985,3.17557881044058,-1.2252678254405802,1.2252678254405802,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00526_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7623,0.7501,0.7501,0.0122999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00532_0000,388,51,1,532,0,-52.84287442,2.904303656,3.3682752922311536,-0.46397163623115345,0.46397163623115345,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00532_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7612,0.7501,0.7501,0.0111999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00539_0010,388,51,1,539,10,-42.86605997,4.107122004,7.003301471346722,-2.8961794673467223,2.8961794673467223,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00539_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7621,0.7501,0.7501,0.0121,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00542_0000,388,51,1,542,0,-57.25903709,0.969178917,1.7592580054875953,-0.7900790884875952,0.7900790884875952,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00542_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7621,0.7501,0.7501,0.0121,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00543_0010,388,51,1,543,10,-63.08611786,3.730456617,-0.3638235906396048,4.0942802076396045,4.0942802076396045,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00543_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00544_0020,388,51,1,544,20,-59.28978858,2.42208164,1.0193590260665708,1.4027226139334292,1.4027226139334292,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00544_0020.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.763,0.7501,0.7501,0.013,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00545_0000,388,51,1,545,0,-55.14013998,2.03699901,2.531272610380075,-0.49427360038007473,0.49427360038007473,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00545_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7639,0.7501,0.7501,0.0139,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00546_0000,388,51,1,546,0,-48.64902384,2.795994822,4.8962937520311165,-2.1002989300311166,2.1002989300311166,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00546_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7611,0.7501,0.7501,0.0110999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00548_0010,388,51,1,548,10,-50.80585802,1.503167246,4.110456875179981,-2.6072896291799807,2.6072896291799807,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00548_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7628,0.7501,0.7501,0.0128,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00550_0000,388,51,1,550,0,-34.17839896,9.619114401,10.168627975602957,-0.5495135746029582,0.5495135746029582,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00550_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7609,0.7501,0.7501,0.0109,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00551_0010,388,51,1,551,10,-44.09597662,5.094690121,6.555184565566229,-1.460494444566229,1.460494444566229,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00551_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.76,0.7501,0.7501,0.01,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00552_0010,388,51,1,552,10,-46.7443784,5.770985717,5.590246322867298,0.18073939413270246,0.18073939413270246,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00552_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7604,0.7501,0.7501,0.0103999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00554_0000,388,51,1,554,0,-33.86051973,8.37212461,10.284446439365919,-1.9123218293659185,1.9123218293659185,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00554_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7601,0.7501,0.7501,0.0100999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00555_0000,388,51,1,555,0,-35.70318627,9.03354716,9.613075718195464,-0.5795285581954648,0.5795285581954648,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00555_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00556_0010,388,51,1,556,10,-42.3620747,6.180432524,7.186927182691752,-1.0064946586917518,1.0064946586917518,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00556_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7598,0.7501,0.7501,0.0098,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00558_0000,388,51,1,558,0,-36.13280322,10.16485873,9.456545909199992,0.7083128208000087,0.7083128208000087,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00558_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7613,0.7501,0.7501,0.0112999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00560_0000,388,51,1,560,0,-36.4057136,9.506372118,9.357111727996754,0.14926039000324565,0.14926039000324565,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00560_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00561_0000,388,51,1,561,0,-51.10697028,6.216406405,4.000747412962546,2.2156589920374534,2.2156589920374534,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00561_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7614,0.7501,0.7501,0.0113999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00563_0010,388,51,1,563,10,-50.42022053,4.406627746,4.250962883267405,0.1556648627325945,0.1556648627325945,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00563_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7598,0.7501,0.7501,0.0098,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00578_0000,388,51,1,578,0,-54.55894505,4.535809195,2.743029458851808,1.7927797361481916,1.7927797361481916,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00578_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7612,0.7501,0.7501,0.0111999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00579_0010,388,51,1,579,10,-41.6888298,7.0977567,7.4322221963176744,-0.33446549631767475,0.33446549631767475,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00579_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7595,0.7501,0.7501,0.0094999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00584_0000,388,51,1,584,0,-35.22544476,6.907645718,9.787139584412822,-2.8794938664128216,2.8794938664128216,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00584_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7599,0.7501,0.7501,0.0099,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00585_0010,388,51,1,585,10,-53.45359497,5.83484275,3.1457608615479344,2.6890818884520655,2.6890818884520655,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00585_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00590_0000,388,51,1,590,0,-63.36355013,2.256732184,-0.4649053106049834,2.7216374946049835,2.7216374946049835,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00590_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7623,0.7501,0.7501,0.0122999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00598_0000,388,51,1,598,0,-53.73590929,2.557962189,3.0429003794689855,-0.48493819046898556,0.48493819046898556,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00598_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7638,0.7501,0.7501,0.0138,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00599_0010,388,51,1,599,10,-58.45332241,1.823815417,1.324123281343919,0.49969213565608106,0.49969213565608106,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00599_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7628,0.7501,0.7501,0.0128,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00601_0010,388,51,1,601,10,-46.23812784,3.720904123,5.774697386682757,-2.0537932636827567,2.0537932636827567,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00601_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7626,0.7501,0.7501,0.0125999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00602_0000,388,51,1,602,0,-54.41247846,1.572754227,2.7963941767869755,-1.2236399497869757,1.2236399497869757,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00602_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7636,0.7501,0.7501,0.0135999999999999,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00604_0010,388,51,1,604,10,-51.35646099,3.415408024,3.9098461271020923,-0.49443810310209235,0.49443810310209235,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00604_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.76,0.7501,0.7501,0.01,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00608_0000,388,51,1,608,0,-36.81323758,7.67427764,9.208631434678543,-1.5343537946785428,1.5343537946785428,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00608_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7596,0.7501,0.7501,0.0096,9.9999999999989e-05,False
B_00388_Nu_00051_Cl_00610_0000,388,51,1,610,0,-51.28267675,4.894555859,3.936729221435492,0.9578266375645077,0.9578266375645077,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00051_Cl_00610_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7609,0.7501,0.7501,0.0109,9.9999999999989e-05,False
